Image,label
img\Embroidered_Mesh_Gauze_Blouse\img_00000025.jpg,0
img\Embroidered_Mesh_Gauze_Blouse\img_00000026.jpg,0
img\Embroidered_Mesh_Gauze_Blouse\img_00000028.jpg,0
img\Embroidered_Mesh_Gauze_Blouse\img_00000034.jpg,0
img\Embroidered_Mesh_Gauze_Blouse\img_00000035.jpg,0
img\Embroidered_Mesh_Gauze_Blouse\img_00000038.jpg,1
img\Embroidered_Mesh_Gauze_Blouse\img_00000045.jpg,0
img\Embroidered_Mesh_Gauze_Blouse\img_00000049.jpg,0
img\Embroidered_Mesh_Gauze_Blouse\img_00000053.jpg,0
img\Embroidered_Mesh_Gauze_Blouse\img_00000054.jpg,0
img\Embroidered_Mesh_Gauze_Blouse\img_00000056.jpg,0
img\Embroidered_Mesh_Gauze_Blouse\img_00000061.jpg,0
img\Embroidered_Mesh_Gauze_Blouse\img_00000065.jpg,0
img\Embroidered_Mesh_Gauze_Blouse\img_00000066.jpg,0
img\Embroidered_Mesh_Gauze_Blouse\img_00000072.jpg,0
img\Embroidered_Mesh_Gauze_Blouse\img_00000077.jpg,0
img\Embroidered_Mesh_Gauze_Blouse\img_00000078.jpg,0
img\Embroidered_Mesh_Gauze_Blouse\img_00000079.jpg,0
img\Embroidered_Mesh_Gauze_Blouse\img_00000081.jpg,0
img\Embroidered_Mesh_Gauze_Blouse\img_00000083.jpg,0
img\Embroidered_Mesh_Gauze_Blouse\img_00000084.jpg,0
img\Embroidered_Mesh_Gauze_Blouse\img_00000086.jpg,0
img\Embroidered_Mesh_Gauze_Blouse\img_00000087.jpg,0
img\Embroidered_Mesh_Gauze_Blouse\img_00000088.jpg,0
img\Embroidered_Mesh_Gauze_Blouse\img_00000093.jpg,0
img\Embroidered_Mesh-Paneled_Blouse\img_00000004.jpg,0
img\Embroidered_Mesh-Paneled_Blouse\img_00000035.jpg,0
img\Embroidered_Mesh-Paneled_Blouse\img_00000037.jpg,0
img\Embroidered_Mesh-Paneled_Blouse\img_00000052.jpg,0
img\Embroidered_Mesh-Paneled_Blouse\img_00000053.jpg,1
img\Embroidered_Mesh-Paneled_Blouse\img_00000078.jpg,0
img\Embroidered_Peasant_Blouse\img_00000002.jpg,0
img\Embroidered_Peasant_Blouse\img_00000064.jpg,0
img\Embroidered_Peasant_Blouse\img_00000132.jpg,0
img\Embroidered_Pintucked_Blouse\img_00000015.jpg,0
img\Embroidered_Pintucked_Blouse\img_00000023.jpg,0
img\Embroidered_Pintucked_Blouse\img_00000026.jpg,0
img\Embroidered_Pintucked_Blouse\img_00000028.jpg,0
img\Embroidered_Pintucked_Blouse\img_00000034.jpg,0
img\Embroidered_Pintucked_Blouse\img_00000038.jpg,0
img\Embroidered_Pintucked_Blouse\img_00000041.jpg,0
img\Embroidered_Pintucked_Blouse\img_00000050.jpg,0
img\Embroidered_Pintucked_Blouse\img_00000058.jpg,0
img\Embroidered_Pintucked_Blouse\img_00000069.jpg,0
img\Embroidered_Pintucked_Blouse\img_00000073.jpg,0
img\Embroidered_Pintucked_Blouse\img_00000076.jpg,0
img\Embroidered_Pintucked_Blouse\img_00000087.jpg,0
img\Embroidered_Pintucked_Blouse\img_00000092.jpg,0
img\Embroidered_Pintucked_Blouse\img_00000102.jpg,0
img\Embroidered_Pintucked_Blouse\img_00000106.jpg,0
img\Embroidered_Pintucked_Blouse\img_00000107.jpg,0
img\Embroidered_Pintucked_Blouse\img_00000110.jpg,0
img\Embroidered_Pintucked_Blouse\img_00000114.jpg,0
img\Embroidered_Pintucked_Blouse\img_00000116.jpg,0
img\Embroidered_Self-Tie_Blouse\img_00000021.jpg,0
img\Embroidered_Self-Tie_Blouse\img_00000022.jpg,0
img\Embroidered_Self-Tie_Blouse\img_00000024.jpg,0
img\Embroidered_Self-Tie_Blouse\img_00000025.jpg,0
img\Embroidered_Self-Tie_Blouse\img_00000032.jpg,0
img\Embroidered_Self-Tie_Blouse\img_00000033.jpg,0
img\Embroidered_Self-Tie_Blouse\img_00000037.jpg,0
img\Embroidered_Self-Tie_Blouse\img_00000039.jpg,0
img\Embroidered_Self-Tie_Blouse\img_00000054.jpg,0
img\Embroidered_Self-Tie_Blouse\img_00000066.jpg,0
img\Embroidered_Self-Tie_Blouse\img_00000071.jpg,0
img\Embroidered_Self-Tie_Blouse\img_00000076.jpg,0
img\Embroidered_Self-Tie_Blouse\img_00000085.jpg,0
img\Embroidered_Self-Tie_Blouse\img_00000086.jpg,0
img\Embroidered_Self-Tie_Blouse\img_00000092.jpg,0
img\Embroidered_Self-Tie_Blouse\img_00000093.jpg,0
img\Embroidered_Split_Neck_Peasant_Blouse\img_00000005.jpg,0
img\Embroidered_Split_Neck_Peasant_Blouse\img_00000021.jpg,0
img\Embroidered_Split_Neck_Peasant_Blouse\img_00000026.jpg,0
img\Embroidered_Split_Neck_Peasant_Blouse\img_00000034.jpg,0
img\Embroidered_Split_Neck_Peasant_Blouse\img_00000071.jpg,0
img\Angular_Colorblock_Blouse\img_00000005.jpg,0
img\Angular_Colorblock_Blouse\img_00000006.jpg,0
img\Angular_Colorblock_Blouse\img_00000018.jpg,0
img\Angular_Colorblock_Blouse\img_00000023.jpg,0
img\Angular_Colorblock_Blouse\img_00000038.jpg,0
img\Angular_Colorblock_Blouse\img_00000043.jpg,0
img\Angular_Colorblock_Blouse\img_00000046.jpg,0
img\Angular_Colorblock_Blouse\img_00000051.jpg,0
img\Angular_Colorblock_Blouse\img_00000085.jpg,0
img\Animal_Print_Satin_Blouse\img_00000001.jpg,0
img\Animal_Print_Satin_Blouse\img_00000002.jpg,0
img\Animal_Print_Satin_Blouse\img_00000003.jpg,0
img\Animal_Print_Satin_Blouse\img_00000006.jpg,0
img\Animal_Print_Satin_Blouse\img_00000008.jpg,0
img\Animal_Print_Satin_Blouse\img_00000009.jpg,0
img\Animal_Print_Satin_Blouse\img_00000011.jpg,0
img\Animal_Print_Satin_Blouse\img_00000014.jpg,0
img\Animal_Print_Satin_Blouse\img_00000015.jpg,0
img\Animal_Print_Satin_Blouse\img_00000022.jpg,0
img\Animal_Print_Satin_Blouse\img_00000025.jpg,0
img\Animal_Print_Satin_Blouse\img_00000029.jpg,0
img\Animal_Print_Satin_Blouse\img_00000030.jpg,0
img\Animal_Print_Satin_Blouse\img_00000032.jpg,0
img\Animal_Print_Satin_Blouse\img_00000035.jpg,0
img\Animal_Print_Satin_Blouse\img_00000037.jpg,0
img\Animal_Print_Satin_Blouse\img_00000045.jpg,0
img\Animal_Print_Satin_Blouse\img_00000048.jpg,0
img\Animal_Print_Satin_Blouse\img_00000053.jpg,0
img\Animal_Print_Satin_Blouse\img_00000054.jpg,0
img\Animal_Print_Satin_Blouse\img_00000058.jpg,0
img\Animal_Print_Satin_Blouse\img_00000059.jpg,0
img\Animal_Print_Satin_Blouse\img_00000060.jpg,0
img\Animal_Print_Satin_Blouse\img_00000062.jpg,0
img\Animal_Print_Satin_Blouse\img_00000063.jpg,0
img\Animal_Print_Satin_Blouse\img_00000067.jpg,0
img\Animal_Print_Satin_Blouse\img_00000089.jpg,0
img\Animal_Print_Satin_Blouse\img_00000090.jpg,0
img\Animal_Print_Satin_Blouse\img_00000102.jpg,0
img\Animal_Print_Satin_Blouse\img_00000103.jpg,0
img\Ethereal_Draped_Front_Blouse\img_00000007.jpg,0
img\Ethereal_Draped_Front_Blouse\img_00000012.jpg,0
img\Ethereal_Draped_Front_Blouse\img_00000025.jpg,0
img\Ethereal_Draped_Front_Blouse\img_00000031.jpg,0
img\Ethereal_Draped_Front_Blouse\img_00000034.jpg,0
img\Ethereal_Draped_Front_Blouse\img_00000043.jpg,0
img\Ethereal_Draped_Front_Blouse\img_00000045.jpg,0
img\Ethereal_Draped_Front_Blouse\img_00000069.jpg,0
img\Ethereal_Draped_Front_Blouse\img_00000077.jpg,0
img\Eyelash_Lace_Trim_Blouse\img_00000001.jpg,0
img\Eyelash_Lace_Trim_Blouse\img_00000003.jpg,0
img\Eyelash_Lace_Trim_Blouse\img_00000029.jpg,1
img\Eyelash_Lace_Trim_Blouse\img_00000073.jpg,0
img\Eyelash_Lace_Trim_Blouse\img_00000081.jpg,0
img\Eyelash_Lace_Trim_Blouse\img_00000082.jpg,0
img\Eyelash_Lace-Paneled_Blouse\img_00000011.jpg,0
img\Eyelash_Lace-Paneled_Blouse\img_00000023.jpg,0
img\Eyelash_Lace-Paneled_Blouse\img_00000027.jpg,1
img\Eyelash_Lace-Paneled_Blouse\img_00000036.jpg,0
img\Eyelash_Lace-Paneled_Blouse\img_00000037.jpg,0
img\Eyelash_Lace-Paneled_Blouse\img_00000047.jpg,1
img\Eyelash_Lace-Paneled_Blouse\img_00000064.jpg,0
img\Eyelash_Lace-Paneled_Blouse\img_00000065.jpg,0
img\Eyelash_Lace-Paneled_Blouse\img_00000068.jpg,0
img\Faux_Leather-Trim_Blouse\img_00000020.jpg,0
img\Faux_Leather-Trim_Blouse\img_00000050.jpg,0
img\Faux_Leather-Trim_Blouse\img_00000052.jpg,0
img\Faux_Leather-Trim_Blouse\img_00000064.jpg,0
img\Faux_Leather-Trim_Blouse\img_00000068.jpg,0
img\Faux_Snakeskin-Trimmed_Blazer\img_00000020.jpg,0
img\Festive_Fete_Beaded_Blouse\img_00000017.jpg,0
img\Flat_Collar_Blazer\img_00000047.jpg,0
img\Flat_Collar_Blazer\img_00000058.jpg,0
img\Flat_Collar_Blazer\img_00000065.jpg,0
img\Flat_Collar_Blazer\img_00000088.jpg,0
img\Flat_Collar_Woven_Blouse\img_00000003.jpg,0
img\Flat_Collar_Woven_Blouse\img_00000005.jpg,0
img\Flat_Collar_Woven_Blouse\img_00000006.jpg,0
img\Flat_Collar_Woven_Blouse\img_00000011.jpg,0
img\Flat_Collar_Woven_Blouse\img_00000012.jpg,0
img\Flat_Collar_Woven_Blouse\img_00000013.jpg,0
img\Flat_Collar_Woven_Blouse\img_00000014.jpg,0
img\Flat_Collar_Woven_Blouse\img_00000016.jpg,0
img\Flat_Collar_Woven_Blouse\img_00000019.jpg,0
img\Flat_Collar_Woven_Blouse\img_00000021.jpg,0
img\Flat_Collar_Woven_Blouse\img_00000026.jpg,0
img\Flat_Collar_Woven_Blouse\img_00000027.jpg,0
img\Flat_Collar_Woven_Blouse\img_00000028.jpg,0
img\Flat_Collar_Woven_Blouse\img_00000029.jpg,0
img\Flat_Collar_Woven_Blouse\img_00000031.jpg,0
img\Flat_Collar_Woven_Blouse\img_00000033.jpg,0
img\Flat_Collar_Woven_Blouse\img_00000034.jpg,0
img\Flat_Collar_Woven_Blouse\img_00000035.jpg,0
img\Flat_Collar_Woven_Blouse\img_00000038.jpg,0
img\Flat_Collar_Woven_Blouse\img_00000043.jpg,0
img\Flat_Collar_Woven_Blouse\img_00000045.jpg,0
img\Flat_Collar_Woven_Blouse\img_00000049.jpg,0
img\Flat_Collar_Woven_Blouse\img_00000050.jpg,0
img\Flat_Collar_Woven_Blouse\img_00000057.jpg,0
img\Flat_Collar_Woven_Blouse\img_00000059.jpg,0
img\Flat_Collar_Woven_Blouse\img_00000060.jpg,0
img\Flat_Collar_Woven_Blouse\img_00000068.jpg,0
img\Flat_Collar_Woven_Blouse\img_00000071.jpg,0
img\Flat_Collar_Woven_Blouse\img_00000073.jpg,0
img\Flat_Collar_Woven_Blouse\img_00000079.jpg,0
img\Flat_Collar_Woven_Blouse\img_00000082.jpg,0
img\Flat_Collar_Woven_Blouse\img_00000085.jpg,0
img\Flat_Collar_Woven_Blouse\img_00000086.jpg,0
img\Floral_Chiffon_Blouse\img_00000007.jpg,0
img\Floral_Chiffon_Blouse\img_00000018.jpg,0
img\Floral_Chiffon_Blouse\img_00000020.jpg,0
img\Floral_Chiffon_Blouse\img_00000022.jpg,0
img\Floral_Chiffon_Blouse\img_00000038.jpg,0
img\Floral_Chiffon_Blouse\img_00000040.jpg,0
img\Floral_Chiffon_Blouse\img_00000045.jpg,0
img\Floral_Chiffon_Blouse\img_00000073.jpg,0
img\Floral_Chiffon_Blouse\img_00000075.jpg,0
img\Floral_Chiffon_Blouse\img_00000089.jpg,0
img\Floral_Chiffon_Blouse\img_00000090.jpg,0
img\Floral_Chiffon_Blouse\img_00000109.jpg,0
img\Floral_Chiffon_Blouse\img_00000117.jpg,0
img\Floral_Chiffon_Blouse\img_00000120.jpg,0
img\Floral_Chiffon_Blouse\img_00000129.jpg,0
img\Floral_Chiffon_Blouse\img_00000137.jpg,0
img\Floral_Chiffon_Blouse\img_00000143.jpg,0
img\Floral_Chiffon_Blouse\img_00000146.jpg,0
img\Floral_Chiffon_Blouse\img_00000150.jpg,0
img\Floral_Crochet_Cutout_Blouse\img_00000007.jpg,0
img\Floral_Crochet_Cutout_Blouse\img_00000011.jpg,0
img\Floral_Crochet_Cutout_Blouse\img_00000012.jpg,0
img\Floral_Crochet_Cutout_Blouse\img_00000020.jpg,0
img\Floral_Crochet_Cutout_Blouse\img_00000021.jpg,0
img\Floral_Crochet_Cutout_Blouse\img_00000026.jpg,0
img\Floral_Crochet_Cutout_Blouse\img_00000030.jpg,0
img\Floral_Crochet_Cutout_Blouse\img_00000033.jpg,0
img\Floral_Crochet_Cutout_Blouse\img_00000037.jpg,0
img\Floral_Crochet_Cutout_Blouse\img_00000040.jpg,0
img\Floral_Crochet_Cutout_Blouse\img_00000042.jpg,0
img\Floral_Crochet_Cutout_Blouse\img_00000044.jpg,0
img\Floral_Crochet_Cutout_Blouse\img_00000045.jpg,0
img\Floral_Crochet_Cutout_Blouse\img_00000055.jpg,0
img\Floral_Crochet_Cutout_Blouse\img_00000059.jpg,0
img\Floral_Crochet_Cutout_Blouse\img_00000071.jpg,0
img\Floral_Crochet_Cutout_Blouse\img_00000077.jpg,0
img\Floral_Crochet_Cutout_Blouse\img_00000078.jpg,0
img\Floral_Crochet_Cutout_Blouse\img_00000079.jpg,0
img\Floral_Crochet_Cutout_Blouse\img_00000082.jpg,0
img\Floral_Crochet_Cutout_Blouse\img_00000084.jpg,0
img\Floral_Crochet_Cutout_Blouse\img_00000085.jpg,0
img\Floral_Crochet_Cutout_Blouse\img_00000086.jpg,0
img\Floral_Crochet_Cutout_Blouse\img_00000094.jpg,0
img\Floral_Crochet_Cutout_Blouse\img_00000101.jpg,0
img\Floral_Crochet_Cutout_Blouse\img_00000102.jpg,0
img\Floral_Flutter_Sleeve_Blouse\img_00000003.jpg,0
img\Floral_Flutter_Sleeve_Blouse\img_00000005.jpg,0
img\Floral_Flutter_Sleeve_Blouse\img_00000006.jpg,0
img\Floral_Flutter_Sleeve_Blouse\img_00000015.jpg,0
img\Floral_Flutter_Sleeve_Blouse\img_00000036.jpg,0
img\Floral_Flutter_Sleeve_Blouse\img_00000037.jpg,0
img\Floral_Flutter_Sleeve_Blouse\img_00000039.jpg,0
img\Floral_Flutter_Sleeve_Blouse\img_00000052.jpg,0
img\Floral_Flutter_Sleeve_Blouse\img_00000053.jpg,0
img\Floral_Flutter_Sleeve_Blouse\img_00000062.jpg,0
img\Floral_Flutter_Sleeve_Blouse\img_00000068.jpg,0
img\Floral_Flutter_Sleeve_Blouse\img_00000073.jpg,0
img\Floral_Flutter_Sleeve_Blouse\img_00000078.jpg,0
img\Floral_Flutter_Sleeve_Blouse\img_00000091.jpg,0
img\Floral_Flutter_Sleeve_Blouse\img_00000094.jpg,0
img\Floral_Flutter_Sleeve_Blouse\img_00000103.jpg,0
img\Floral_Lace_Blouse\img_00000014.jpg,0
img\Floral_Lace_Blouse\img_00000015.jpg,0
img\Floral_Lace_Blouse\img_00000016.jpg,0
img\Floral_Lace_Blouse\img_00000018.jpg,0
img\Floral_Lace_Blouse\img_00000031.jpg,0
img\Floral_Lace_Blouse\img_00000037.jpg,0
img\Floral_Lace_Blouse\img_00000044.jpg,0
img\Floral_Lace_Blouse\img_00000049.jpg,0
img\Floral_Lace_Blouse\img_00000051.jpg,0
img\Floral_Lace_Blouse\img_00000052.jpg,0
img\Floral_Lace_Blouse\img_00000054.jpg,0
img\Floral_Lace_Blouse\img_00000055.jpg,0
img\Floral_Lace_Blouse\img_00000060.jpg,0
img\Floral_Lace_Blouse\img_00000061.jpg,0
img\Floral_Lace_Blouse\img_00000064.jpg,0
img\Floral_Lace_Blouse\img_00000065.jpg,0
img\Floral_Lace_Blouse\img_00000066.jpg,0
img\Floral_Lace_Blouse\img_00000067.jpg,0
img\Floral_Lace_Blouse\img_00000072.jpg,0
img\Floral_Lace_Blouse\img_00000080.jpg,0
img\Floral_Lace_Blouse\img_00000081.jpg,0
img\Floral_Lace_Blouse\img_00000082.jpg,0
img\Floral_Lace_Blouse\img_00000091.jpg,0
img\Floral_Lace_Blouse\img_00000092.jpg,0
img\Floral_Lace_Blouse\img_00000096.jpg,0
img\Floral_Lace_Blouse\img_00000101.jpg,0
img\Floral_Lace_Blouse\img_00000103.jpg,0
img\Floral_Lace_Blouse\img_00000106.jpg,0
img\Floral_Lace_Blouse\img_00000107.jpg,0
img\Floral_Lace_Blouse\img_00000113.jpg,0
img\Floral_Lace_Blouse\img_00000117.jpg,0
img\Floral_Lace_Blouse\img_00000119.jpg,0
img\Floral_Lace_Blouse\img_00000121.jpg,0
img\Floral_Print_Peasant_Blouse\img_00000027.jpg,0
img\Floral_Print_Peasant_Blouse\img_00000044.jpg,0
img\Floral_Print_Peasant_Blouse\img_00000056.jpg,0
img\Floral_Print_Peasant_Blouse\img_00000106.jpg,0
img\Floral_Print_Peasant_Blouse\img_00000121.jpg,0
img\Floral_Print_Tie-Front_Blouse\img_00000015.jpg,0
img\Floral_Print_Tie-Front_Blouse\img_00000019.jpg,0
img\Floral_Print_Tie-Front_Blouse\img_00000020.jpg,0
img\Floral_Print_Tie-Front_Blouse\img_00000021.jpg,0
img\Floral_Print_Tie-Front_Blouse\img_00000036.jpg,0
img\Floral_Print_Tie-Front_Blouse\img_00000037.jpg,0
img\Floral_Print_Tie-Front_Blouse\img_00000038.jpg,0
img\Floral_Print_Tie-Front_Blouse\img_00000041.jpg,0
img\Floral_Print_Tie-Front_Blouse\img_00000043.jpg,0
img\Floral_Print_Tie-Front_Blouse\img_00000056.jpg,0
img\Floral_Print_Tie-Front_Blouse\img_00000060.jpg,0
img\Floral_Print_Tie-Front_Blouse\img_00000061.jpg,0
img\Floral_Print_Tie-Front_Blouse\img_00000062.jpg,0
img\Floral_Print_Tie-Front_Blouse\img_00000064.jpg,0
img\Floral_Print_Tie-Front_Blouse\img_00000065.jpg,0
img\Floral_Print_Tie-Front_Blouse\img_00000079.jpg,0
img\Floral_Print_Tie-Front_Blouse\img_00000083.jpg,0
img\Floral_Print_Tie-Front_Blouse\img_00000091.jpg,0
img\Floral_Print_Tie-Front_Blouse\img_00000095.jpg,0
img\Floral_Print_Tie-Front_Blouse\img_00000108.jpg,1
img\Floral_Print_Tie-Front_Blouse\img_00000112.jpg,0
img\Floral_Print_Tie-Front_Blouse\img_00000121.jpg,0
img\Floral_Print_Tie-Front_Blouse\img_00000126.jpg,0
img\Floral_Printed_Side-Tie_Blouse\img_00000011.jpg,0
img\Floral_Printed_Side-Tie_Blouse\img_00000012.jpg,0
img\Floral_Printed_Side-Tie_Blouse\img_00000028.jpg,0
img\Floral_Printed_Side-Tie_Blouse\img_00000039.jpg,0
img\Floral_Printed_Side-Tie_Blouse\img_00000057.jpg,0
img\Floral_Printed_Side-Tie_Blouse\img_00000063.jpg,0
img\Floral_Printed_Side-Tie_Blouse\img_00000069.jpg,0
img\Floral_Printed_Side-Tie_Blouse\img_00000071.jpg,0
img\Floral_and_Bird_Print_Blazer\img_00000034.jpg,0
img\Floral_and_Bird_Print_Blazer\img_00000065.jpg,0
img\Floral_and_Bird_Print_Blazer\img_00000069.jpg,0
img\Floral-Embroidered_Blouse\img_00000003.jpg,0
img\Floral-Embroidered_Blouse\img_00000006.jpg,0
img\Floral-Embroidered_Blouse\img_00000014.jpg,0
img\Floral-Embroidered_Blouse\img_00000023.jpg,0
img\Floral-Embroidered_Blouse\img_00000035.jpg,0
img\Floral-Embroidered_Blouse\img_00000042.jpg,0
img\Floral-Embroidered_Blouse\img_00000045.jpg,0
img\Floral-Embroidered_Blouse\img_00000047.jpg,0
img\Floral-Embroidered_Blouse\img_00000053.jpg,0
img\Floral-Embroidered_Blouse\img_00000057.jpg,0
img\Floral-Embroidered_Blouse\img_00000058.jpg,0
img\Floral-Embroidered_Blouse\img_00000059.jpg,0
img\Floral-Embroidered_Blouse\img_00000061.jpg,0
img\Floral-Embroidered_Blouse\img_00000068.jpg,0
img\Floral-Embroidered_Blouse\img_00000085.jpg,0
img\Floral-Embroidered_Blouse\img_00000089.jpg,0
img\Floral-Embroidered_Blouse\img_00000092.jpg,0
img\Floral-Embroidered_Blouse\img_00000093.jpg,0
img\Floral-Embroidered_Blouse\img_00000099.jpg,0
img\Floral-Embroidered_Blouse\img_00000100.jpg,0
img\Floral-Embroidered_Blouse\img_00000105.jpg,0
img\Floral-Embroidered_Blouse\img_00000111.jpg,0
img\Floral-Embroidered_Blouse\img_00000115.jpg,0
img\Floral-Embroidered_Blouse\img_00000117.jpg,0
img\Flutter_Self-Tie_Blouse\img_00000009.jpg,0
img\Flutter_Self-Tie_Blouse\img_00000014.jpg,0
img\Flutter_Self-Tie_Blouse\img_00000020.jpg,0
img\Flutter_Self-Tie_Blouse\img_00000024.jpg,0
img\Flutter_Self-Tie_Blouse\img_00000046.jpg,0
img\Flutter_Self-Tie_Blouse\img_00000071.jpg,0
img\Flutter_Self-Tie_Blouse\img_00000075.jpg,0
img\Flutter_Sleeve_Blouse\img_00000091.jpg,0
img\Flutter_Sleeve_Blouse\img_00000094.jpg,0
img\Fluttered_Polka_Dot_Blouse\img_00000017.jpg,0
img\Fluttered_Polka_Dot_Blouse\img_00000019.jpg,0
img\Fluttered_Polka_Dot_Blouse\img_00000028.jpg,0
img\Fluttered_Polka_Dot_Blouse\img_00000035.jpg,0
img\Fluttered_Polka_Dot_Blouse\img_00000038.jpg,0
img\Fluttered_Polka_Dot_Blouse\img_00000048.jpg,0
img\Fluttered_Polka_Dot_Blouse\img_00000051.jpg,0
img\Fluttered_Polka_Dot_Blouse\img_00000054.jpg,0
img\Fluttered_Polka_Dot_Blouse\img_00000056.jpg,0
img\Fluttered_Polka_Dot_Blouse\img_00000059.jpg,0
img\Fluttered_Polka_Dot_Blouse\img_00000066.jpg,0
img\Fluttered_Polka_Dot_Blouse\img_00000076.jpg,0
img\Fluttered_Polka_Dot_Blouse\img_00000089.jpg,0
img\Fluttered_Polka_Dot_Blouse\img_00000095.jpg,0
img\Gauze_Layered-Trim_Blouse\img_00000018.jpg,0
img\Gauze_Layered-Trim_Blouse\img_00000022.jpg,0
img\Gauze_Layered-Trim_Blouse\img_00000025.jpg,0
img\Gauze_Layered-Trim_Blouse\img_00000038.jpg,0
img\Gauze_Layered-Trim_Blouse\img_00000042.jpg,0
img\Gauze_Layered-Trim_Blouse\img_00000051.jpg,0
img\Gauze_Layered-Trim_Blouse\img_00000057.jpg,0
img\Gauze_Layered-Trim_Blouse\img_00000060.jpg,0
img\Gauze_Layered-Trim_Blouse\img_00000061.jpg,0
img\Gauze_Layered-Trim_Blouse\img_00000062.jpg,0
img\Gauze_Layered-Trim_Blouse\img_00000074.jpg,0
img\Gauze_Layered-Trim_Blouse\img_00000076.jpg,0
img\Gauze_Layered-Trim_Blouse\img_00000081.jpg,0
img\Gauze_Layered-Trim_Blouse\img_00000082.jpg,0
img\Gauze_Layered-Trim_Blouse\img_00000085.jpg,0
img\Gauze_Layered-Trim_Blouse\img_00000086.jpg,0
img\Gauze_Layered-Trim_Blouse\img_00000088.jpg,0
img\Abstract_Daisy_Print_Blouse\img_00000010.jpg,0
img\Abstract_Daisy_Print_Blouse\img_00000018.jpg,0
img\Abstract_Daisy_Print_Blouse\img_00000020.jpg,0
img\Abstract_Daisy_Print_Blouse\img_00000022.jpg,0
img\Abstract_Daisy_Print_Blouse\img_00000033.jpg,0
img\Abstract_Daisy_Print_Blouse\img_00000034.jpg,0
img\Abstract_Daisy_Print_Blouse\img_00000044.jpg,0
img\Abstract_Daisy_Print_Blouse\img_00000048.jpg,0
img\Abstract_Daisy_Print_Blouse\img_00000055.jpg,0
img\Abstract_Daisy_Print_Blouse\img_00000056.jpg,0
img\Abstract_Daisy_Print_Blouse\img_00000061.jpg,0
img\Abstract_Daisy_Print_Blouse\img_00000062.jpg,0
img\Abstract_Daisy_Print_Blouse\img_00000071.jpg,0
img\Abstract_Daisy_Print_Blouse\img_00000072.jpg,0
img\Abstract_Daisy_Print_Blouse\img_00000076.jpg,0
img\Abstract_Daisy_Print_Blouse\img_00000078.jpg,0
img\Abstract_Daisy_Print_Blouse\img_00000080.jpg,0
img\Geometric_Button-Down_Blouse\img_00000012.jpg,0
img\Geometric_Button-Down_Blouse\img_00000014.jpg,0
img\Geometric_Button-Down_Blouse\img_00000015.jpg,0
img\Geometric_Button-Down_Blouse\img_00000019.jpg,0
img\Geometric_Button-Down_Blouse\img_00000022.jpg,0
img\Geometric_Button-Down_Blouse\img_00000029.jpg,0
img\Geometric_Button-Down_Blouse\img_00000030.jpg,0
img\Geometric_Button-Down_Blouse\img_00000033.jpg,0
img\Geometric_Button-Down_Blouse\img_00000038.jpg,0
img\Geometric_Button-Down_Blouse\img_00000047.jpg,1
img\Geometric_Button-Down_Blouse\img_00000069.jpg,0
img\Geometric_Button-Down_Blouse\img_00000070.jpg,0
img\Geometric_Button-Down_Blouse\img_00000072.jpg,0
img\Geometric_Button-Down_Blouse\img_00000077.jpg,0
img\Geometric_Button-Down_Blouse\img_00000082.jpg,0
img\Geometric_Button-Down_Blouse\img_00000086.jpg,0
img\Geometric_Button-Down_Blouse\img_00000091.jpg,0
img\Geometric_Button-Down_Blouse\img_00000092.jpg,0
img\Geometric_Button-Down_Blouse\img_00000094.jpg,0
img\Geometric_Button-Down_Blouse\img_00000100.jpg,0
img\Geometric_Button-Down_Blouse\img_00000106.jpg,0
img\Geometric_Button-Down_Blouse\img_00000107.jpg,0
img\Georgette_Tulip_Back_Blouse\img_00000024.jpg,0
img\Georgette_Tulip_Back_Blouse\img_00000042.jpg,0
img\Georgette_Tulip_Back_Blouse\img_00000059.jpg,0
img\Baroque_Print_Blouse\img_00000005.jpg,0
img\Baroque_Print_Blouse\img_00000008.jpg,0
img\Baroque_Print_Blouse\img_00000009.jpg,0
img\Baroque_Print_Blouse\img_00000011.jpg,0
img\Baroque_Print_Blouse\img_00000018.jpg,0
img\Baroque_Print_Blouse\img_00000022.jpg,1
img\Baroque_Print_Blouse\img_00000024.jpg,0
img\Baroque_Print_Blouse\img_00000027.jpg,0
img\Baroque_Print_Blouse\img_00000028.jpg,0
img\Baroque_Print_Blouse\img_00000031.jpg,0
img\Baroque_Print_Blouse\img_00000032.jpg,0
img\Baroque_Print_Blouse\img_00000035.jpg,0
img\Baroque_Print_Blouse\img_00000037.jpg,0
img\Baroque_Print_Blouse\img_00000047.jpg,0
img\Baroque_Print_Blouse\img_00000051.jpg,0
img\Baroque_Print_Blouse\img_00000052.jpg,0
img\Baroque_Print_Blouse\img_00000058.jpg,0
img\Baroque_Print_Blouse\img_00000064.jpg,0
img\Baroque_Print_Blouse\img_00000068.jpg,0
img\Baroque_Print_Blouse\img_00000069.jpg,0
img\Baroque_Print_Blouse\img_00000072.jpg,0
img\Baroque_Print_Blouse\img_00000073.jpg,0
img\Baroque_Print_Blouse\img_00000074.jpg,0
img\Baroque_Print_Blouse\img_00000079.jpg,0
img\Baroque_Print_Blouse\img_00000085.jpg,0
img\Baroque_Print_Blouse\img_00000086.jpg,0
img\Baroque_Print_Blouse\img_00000092.jpg,0
img\Baroque_Print_Blouse\img_00000099.jpg,0
img\Baroque_Print_Blouse\img_00000108.jpg,0
